Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Total Shares Traded,Total Value Traded (GH¢)
2025-08-08,MTNGH,3.93,2.5,3.87,3.87,3.95,3.93,0.06,534092.0,2098946.24
2025-08-11,MTNGH,3.95,2.5,3.93,3.93,3.95,3.95,0.02,7405836.0,29253036.9
2025-08-12,MTNGH,3.95,2.5,3.95,3.95,3.95,3.95,0.0,8544228.0,33756512.49
2025-08-13,MTNGH,3.98,2.5,3.95,3.95,3.97,3.98,0.03,219189.0,870845.29
2025-08-14,MTNGH,3.98,2.5,3.98,3.98,3.96,3.94,-0.04,881537.0,3473499.45
2025-08-15,MTNGH,3.98,2.5,3.94,3.94,3.95,3.95,0.01,213656.0,843941.2
2025-08-18,MTNGH,3.54,2.5,3.01,3.01,3.02,3.02,0.01,251556.0,760101.19
2025-08-19,MTNGH,3.98,2.5,3.95,3.95,3.95,3.95,0.0,64949.0,256527.74
2025-08-20,MTNGH,3.98,2.5,3.95,3.95,3.85,3.85,-0.1,2663896.0,10259395.29
2025-08-21,MTNGH,3.98,2.5,3.85,3.85,3.9,3.88,0.03,8004287.0,31080483.35
2025-08-22,MTNGH,3.98,2.5,3.88,3.88,3.89,3.89,0.01,834708.0,3244740.24
2025-08-25,MTNGH,3.98,2.5,3.89,3.89,3.89,3.89,0.0,148976.0,579359.04
2025-08-26,MTNGH,3.98,2.5,3.89,3.89,3.87,3.88,-0.01,244643.0,949023.37
2025-08-27,MTNGH,3.98,2.5,3.88,3.88,3.88,3.88,0.0,119494.0,463636.72
2025-08-28,MTNGH,3.98,2.5,3.88,3.88,3.88,3.88,0.0,48996.0,190104.48
2025-08-29,MTNGH,3.98,2.5,3.88,3.88,3.86,3.87,-0.01,206071.0,797302.91
2025-09-01,MTNGH,3.98,2.5,3.87,3.87,3.87,3.87,0.0,306549.0,1185521.23
2025-09-02,MTNGH,3.98,2.5,3.87,3.87,3.85,3.85,-0.02,2680784.0,10321894.49
2025-09-03,MTNGH,3.98,2.5,3.85,3.85,3.84,3.84,-0.01,3429757.0,13170221.36
2025-09-04,MTNGH,3.98,2.5,3.84,3.84,3.84,3.84,0.0,218028.0,837227.52
2025-09-05,MTNGH,3.98,2.5,3.84,3.84,3.69,3.7,-0.14,8696707.0,32209279.79
2025-09-08,MTNGH,3.98,2.5,3.7,3.7,3.7,3.7,0.0,4222817.0,15624389.08
2025-09-09,MTNGH,3.98,2.5,3.7,3.7,3.7,3.7,0.0,3358116.0,12425089.33
2025-09-10,MTNGH,3.98,2.5,3.7,3.7,3.7,3.7,0.0,311275.0,1151717.5
2025-09-12,MTNGH,3.98,2.5,3.7,3.7,3.7,3.7,0.0,8746.0,32414.25
2025-09-12,MTNGH,3.98,2.5,3.7,3.7,3.8,3.74,0.04,480058.0,1795522.65
2025-09-15,MTNGH,3.98,2.5,3.74,3.74,3.8,3.76,0.02,179750.0,676595.37
2025-09-16,MTNGH,3.98,2.5,3.76,3.76,4.0,3.9,0.14,2204698.0,8599018.4
2025-09-17,MTNGH,4.02,2.5,3.9,3.9,4.0,4.02,0.12,4404490.0,17700241.65
2025-09-18,MTNGH,4.05,2.5,4.02,4.02,4.06,4.05,0.03,70565.0,285735.33
2025-09-19,MTNGH,4.09,2.5,4.05,4.05,4.09,4.09,0.04,316797.0,1296490.28
2025-09-23,MTNGH,4.1,2.5,4.09,4.09,4.1,4.1,0.01,4941404.0,20259703.22
2025-09-24,MTNGH,4.12,2.5,4.1,4.1,4.12,4.12,4.12,4.1,4.12
2025-09-25,MTNGH,4.29,2.5,4.12,4.12,4.35,4.29,0.17,82050.0,351248.35
2025-09-26,MTNGH,4.35,2.5,4.29,4.29,4.35,4.35,0.06,1149125.0,5002698.99
2025-09-29,MTNGH,4.35,2.5,4.35,4.35,4.35,4.35,0.0,1788711.0,7780952.85
2025-09-30,MTNGH,4.35,2.5,4.35,4.35,4.35,4.35,0.0,548107.0,2384265.45
2025-09-30,MTNGH,13236.18,57577.36,0.0,4.35,0.08,4.425,0.5488,548107.0,2384265.45
2025-10-01,MTNGH,4.5,2.5,4.35,4.35,4.5,4.5,0.15,505273.0,2272049.33
2025-10-02,MTNGH,4.5,2.5,4.5,4.5,4.5,4.5,0.0,1384170.0,6231161.2
2025-10-03,MTNGH,4.52,2.5,4.5,4.5,4.52,4.52,0.02,629937.0,2848301.58
2025-10-06,MTNGH,4.52,2.5,4.52,4.52,4.52,4.52,0.0,339590.0,1534631.6
2025-10-07,MTNGH,4.52,2.5,4.52,4.52,4.52,4.52,0.0,641396.0,2899109.92
2025-10-08,MTNGH,4.52,2.5,4.52,4.52,4.52,4.52,0.0,304880.0,1378057.6
2025-10-09,MTNGH,4.52,2.5,4.52,4.52,4.5,4.51,-0.01,2744134.0,12377562.01
2025-10-10,MTNGH,4.52,2.5,4.51,4.51,4.5,4.5,-0.01,102104.0,459468.0
2025-10-13,MTNGH,4.52,2.5,4.5,4.5,4.49,4.49,-0.01,300414.0,1348936.95
2025-10-14,MTNGH,4.52,2.5,4.49,4.49,4.49,4.49,0.0,354868.0,1593842.25
2025-10-15,MTNGH,4.52,2.5,4.49,4.49,4.47,4.47,-0.02,130849.0,584467.76
2025-10-16,MTNGH,4.52,2.5,4.47,4.47,4.43,4.43,-0.04,186557.0,826428.53
2025-10-17,MTNGH,4.52,2.5,4.43,4.43,4.4,4.4,-0.03,373730.0,1645161.79
2025-10-20,MTNGH,4.52,2.5,4.4,4.4,4.39,4.39,-0.01,31822.0,139698.58
2025-10-21,MTNGH,4.52,2.5,4.39,4.39,4.36,4.36,-0.03,309339.0,1348460.22
2025-10-22,MTNGH,4.52,2.5,4.36,4.36,4.3,4.34,-0.02,68351.0,296637.24
2025-10-23,MTNGH,4.52,2.5,4.34,4.34,4.27,4.27,-0.07,781191.0,3342794.79
2025-10-24,MTNGH,4.52,2.5,4.27,4.27,4.25,4.25,-0.02,415526.0,1766219.42
2025-10-27,MTNGH,4.52,2.5,4.25,4.25,4.25,4.25,0.0,275584.0,1170913.7
2025-10-28,MTNGH,4.52,2.5,4.25,4.25,4.24,4.23,-0.02,130246.0,549331.39
2025-10-29,MTNGH,4.52,2.5,4.23,4.23,4.19,4.2,-0.03,7983214.0,33527841.7
2025-10-30,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,72491.0,304462.2
2025-10-31,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,125113.0,525474.6
2025-11-03,MTNGH,4.52,2.5,4.2,4.2,4.15,4.16,-0.04,121435.0,507269.7
2025-11-04,MTNGH,4.52,2.5,4.16,4.16,4.0,4.05,-0.11,125776.0,510432.55
2025-11-05,MTNGH,4.52,2.5,4.05,4.05,4.05,4.05,0.0,397660.0,1610458.0
2025-11-06,MTNGH,4.52,2.5,4.05,4.05,4.05,4.05,0.0,160461.0,649867.05
2025-11-07,MTNGH,4.52,2.5,4.05,4.05,4.05,4.05,0.0,3293042.0,13336820.1
2025-11-10,MTNGH,4.52,2.5,4.05,4.05,4.0,4.0,-0.05,814170.0,3270489.5
2025-11-11,MTNGH,4.52,2.5,4.0,4.0,4.0,4.0,0.0,642872.0,2571488.0
2025-11-12,MTNGH,4.52,2.5,4.0,4.0,4.0,4.0,0.0,197018.0,788072.0
2025-11-13,MTNGH,4.52,2.5,4.0,4.0,4.01,4.01,0.01,86320.0,345912.63
2025-11-14,MTNGH,4.52,2.5,4.01,4.01,4.2,4.2,0.19,228199.0,956955.55
2025-11-17,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,430425.0,1807785.0
2025-11-18,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,820703.0,3446954.91
2025-11-19,MTNGH,4.52,2.5,4.2,4.2,4.17,4.16,-0.04,40552.0,168564.99
2025-11-20,MTNGH,4.52,2.5,4.16,4.16,4.2,4.19,0.03,484112.0,2027391.21
2025-11-21,MTNGH,4.52,2.5,4.19,4.19,4.2,4.2,0.01,841640.0,3534836.3
2025-11-24,MTNGH,4.52,2.5,4.2,4.2,4.2,4.19,-0.01,355683.0,1492012.55
2025-11-25,MTNGH,4.52,2.5,4.19,4.19,4.2,4.2,0.01,133860.0,561902.0
2025-11-26,MTNGH,4.52,2.5,4.2,4.2,4.2,4.21,0.01,14667483.0,61747022.14
2025-11-27,MTNGH,4.52,2.5,4.21,4.21,4.21,4.21,0.0,8516.0,35852.36
2025-11-28,MTNGH,4.52,2.5,4.21,4.21,4.21,4.21,0.0,1621187.0,6825097.27
2025-12-01,MTNGH,4.52,2.5,4.21,4.21,4.21,4.21,0.0,147431.0,620684.51
2025-12-02,MTNGH,4.52,2.5,4.21,4.21,4.21,4.21,0.0,236886.0,997298.4
2025-12-03,MTNGH,4.52,2.5,4.21,4.21,4.2,4.2,-0.01,117423.0,493176.6
2025-12-04,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,90323.0,379356.6
2025-12-08,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,203723.0,855614.6
2025-12-09,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,6215396.0,26104663.2
2025-12-10,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,153843.0,646140.6
2025-12-11,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,154341.0,648232.2
2025-12-12,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,991294.0,4163434.8
2025-12-15,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,1012810.0,4253802.0
2025-12-16,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,4439199.0,18644635.8
2025-12-17,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,960269.0,4033240.76
2025-12-18,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,520195.0,2184819.0
2025-12-19,MTNGH,4.52,2.5,4.2,4.2,4.2,4.19,-0.01,80843.0,338535.6
2025-12-22,MTNGH,4.52,2.5,4.19,4.19,4.19,4.19,0.0,33078608.0,128849460.72
2025-12-23,MTNGH,4.52,2.5,4.19,4.19,4.19,4.19,0.0,134505.0,563575.95
2025-12-24,MTNGH,4.52,2.5,4.19,4.19,4.2,4.2,0.01,480630.0,2018604.38
2025-12-29,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,274595.0,1153399.0
2025-12-30,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,1170707.0,4916969.4
2025-12-31,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,178655.0,750611.0
2026-01-02,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,960269.0,4033240.76
2026-01-02,MTNGH,4.2,4.2,4.2,4.2,4.2,4.2,0.0,648197.0,2722427.4
2026-01-05,MTNGH,4.21,4.2,4.2,4.2,4.21,4.21,0.01,485319.0,2043235.46
2026-01-06,MTNGH,4.21,4.2,4.21,4.21,4.2,4.2,-0.01,18325232.0,76967682.54
2026-01-07,MTNGH,4.21,4.2,4.2,4.2,4.2,4.2,0.0,1177361.0,4945126.2
2026-01-08,MTNGH,4.21,4.2,4.2,4.2,4.21,4.21,0.01,7521.0,31663.41
2026-01-12,MTNGH,4.23,4.2,4.21,4.21,4.23,4.23,0.02,9416457.0,37550613.33
2026-01-13,MTNGH,4.52,2.5,4.2,4.2,4.2,4.2,0.0,960269.0,4033240.76
2026-01-14,MTNGH,4.23,4.2,4.23,4.23,4.23,4.23,0.0,546941.0,4033240.76
2026-01-15,MTNGH,4.25,4.2,4.23,4.23,4.23,4.25,0.02,3591791.0,15253121.99
2026-01-16,MTNGH,4.52,2.5,4.05,4.05,4.05,4.05,0.0,3293042.0,13336820.1
2026-01-16,MTNGH,4.25,4.2,4.25,4.25,4.2,4.2,-0.05,27812988.0,116814805.15
2026-01-19,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,12.0,52.0
2026-01-20,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,1.0,7.0
2026-01-21,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,719.0,3.0
2026-01-22,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,7.0,32.0
2026-01-23,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,6.0,27.0
2026-01-26,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,21.0,89.0
2026-01-27,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,1.0,4.0
2026-01-28,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,28.0,118.0
2026-01-29,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,853.0,3.0
2026-01-30,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,8.0,34.0
2026-02-02,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,411.0,1.0
2026-02-03,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,1.0,5.0
2026-02-04,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,25.0,105.0
2026-02-05,MTNGH,4.25,4.2,4.2,4.2,4.2,4.2,0.0,34.0,145.0
2026-02-06,MTNGH,4.25,4.2,4.2,4.2,4.21,4.21,0.01,1.0,6.0
2026-02-09,MTNGH,4.25,4.2,4.21,4.21,4.22,4.22,0.01,10.0,42.0
2026-02-10,MTNGH,4.39,4.2,4.22,4.22,4.4,4.39,0.17,1.0,6.0
2026-02-11,MTNGH,4.41,4.2,4.39,4.39,4.5,4.41,0.02,1.0,5.0
2026-02-12,MTNGH,4.5,4.2,4.41,4.41,4.5,4.5,0.09,10.0,45.0
2026-02-13,MTNGH,4.85,4.2,4.5,4.5,4.92,4.85,0.35,4.0,22.0
2026-02-16,MTNGH,4.91,4.2,4.85,4.85,5.32,4.91,0.06,7.0,37.0
2026-02-17,MTNGH,5.35,4.2,4.91,4.91,5.35,5.35,0.44,412.0,2.0
2026-02-18,MTNGH,5.4,4.2,5.35,5.35,5.4,5.4,0.05,2.0,15.0
2026-02-19,MTNGH,5.4,4.2,5.4,5.4,5.4,5.3,-0.1,31.0,168.0
2026-02-20,MTNGH,5.47,4.2,5.3,5.3,5.47,5.47,0.17,629.0,3.0
2026-02-23,MTNGH,5.58,4.2,5.47,5.47,5.58,5.58,0.11,1.0,7.0
2026-02-24,MTNGH,5.64,4.2,5.58,5.58,5.65,5.64,0.06,816032.0,4605024.4
2026-02-25,MTNGH,5.64,4.2,5.64,5.64,5.6,5.58,-0.06,3225976.0,18004581.7
2026-02-26,MTNGH,5.64,4.2,5.58,5.58,5.56,5.56,-0.02,2960677.0,16472990.13
2026-02-27,MTNGH,5.64,4.2,5.56,5.56,5.56,5.56,0.0,22868764.0,127161543.28
2026-03-02,MTNGH,5.76,4.2,5.56,5.56,5.75,5.76,0.2,2653430.0,15277208.23
2026-03-03,MTNGH,5.78,4.2,5.76,5.76,5.77,5.78,0.02,3085929.0,17827488.28
2026-03-04,MTNGH,5.8,4.2,5.78,5.78,5.8,5.8,0.02,1968543.0,11416143.01
2026-03-05,MTNGH,5.92,4.2,5.8,5.8,6.0,5.92,0.12,13413290.0,79457215.58
2026-03-09,MTNGH,5.94,4.2,5.92,5.92,5.94,5.94,0.02,419562.0,2493247.29
2026-03-10,MTNGH,6.33,4.2,5.94,5.94,6.3,6.33,0.39,1187562.0,7509411.87
2026-03-11,MTNGH,6.34,4.2,6.33,6.33,6.34,6.34,0.01,3220676.0,20409755.53
2026-03-12,MTNGH,6.34,4.2,6.34,6.34,6.29,6.28,-0.06,2458993.0,15433520.5
2026-03-13,MTNGH,6.34,4.2,6.28,6.28,6.25,6.27,-0.01,345321.0,2165859.4
2026-03-16,MTNGH,6.34,4.2,6.27,6.27,6.27,6.34,0.07,349198.0,2211956.32
2026-03-17,MTNGH,6.34,4.2,6.34,6.34,6.29,6.29,-0.05,314415.0,1977932.56
2026-03-18,MTNGH,6.48,4.2,6.29,6.29,6.29,6.48,0.19,5257765.0,34080370.43
2026-03-19,MTNGH,6.53,4.2,6.48,6.48,6.54,6.53,0.05,34854670.0,227267391.12
2026-03-24,MTNGH,6.53,4.2,6.53,6.53,6.48,6.5,-0.03,605217.0,3935884.02
2026-03-25,MTNGH,6.53,4.2,6.5,6.5,5.91,5.91,-0.59,284788.0,1685677.51
2026-03-26,MTNGH,6.53,4.2,5.91,5.91,5.39,5.39,-0.52,55297559.0,298101507.57
2026-03-27,MTNGH,6.53,4.2,5.39,5.39,5.3,5.03,-0.36,13816222.0,69501204.36
2026-03-30,MTNGH,6.53,4.2,5.03,5.03,5.5,5.28,0.25,1203354.0,6372721.13
2026-03-31,MTNGH,6.53,4.2,5.28,5.28,5.5,5.4,0.12,5425723.0,29280069.98
2026-04-01,MTNGH,6.53,4.2,5.4,5.4,5.32,5.32,-0.08,6472638.0,34524064.4
2026-04-02,MTNGH,6.53,4.2,5.32,5.32,5.5,5.45,0.13,432425.0,2356047.06
2026-04-07,MTNGH,6.53,4.2,5.45,5.45,5.45,5.45,0.0,1253266.0,6831204.83
2026-04-08,MTNGH,6.53,4.2,5.45,5.45,5.5,5.5,0.05,1281303.0,7046930.8
2026-04-09,MTNGH,6.53,4.2,5.5,5.5,5.49,5.49,-0.01,1112050.0,6108955.98
2026-04-10,MTNGH,6.53,4.2,5.49,5.49,5.5,5.5,0.01,873258.0,4801769.82
2026-04-13,MTNGH,6.53,4.2,5.5,5.5,5.5,5.5,0.0,3038826.0,16716938.21
2026-04-14,MTNGH,6.53,4.2,5.5,5.5,5.55,5.55,0.05,769907.0,4274398.26
2026-04-15,MTNGH,6.53,4.2,5.55,5.55,5.79,5.79,0.24,1337862.0,7758244.07
2026-04-16,MTNGH,6.53,4.2,5.79,5.79,6.1,5.93,0.14,783998.0,4647814.61
2026-04-17,MTNGH,6.53,4.2,5.93,5.93,6.1,6.1,0.17,2229587.0,13599303.65
2026-04-20,MTNGH,6.53,4.2,6.1,6.1,6.5,6.28,0.18,2811593.0,17722255.59
2026-04-21,MTNGH,6.53,4.2,6.28,6.28,6.0,6.28,0.0,493084.0,3121174.53
2026-04-22,MTNGH,6.53,4.2,6.28,6.28,6.53,6.52,0.24,764077.0,4985328.84
2026-04-23,MTNGH,6.59,4.2,6.52,6.52,6.69,6.59,0.07,745571.0,4910672.51
2026-04-24,MTNGH,6.59,4.2,6.59,6.59,6.6,6.57,-0.02,1156511.0,7600497.98
2026-04-27,MTNGH,6.59,4.2,6.57,6.57,6.6,6.51,-0.06,3981375.0,25939878.25
2026-04-28,MTNGH,6.59,4.2,6.51,6.51,6.6,6.55,0.04,248891.0,1629648.97
2026-04-29,MTNGH,6.59,4.2,6.55,6.55,6.8,6.77,0.22,254605.0,1724713.84
2026-04-30,MTNGH,6.8,4.2,6.77,6.77,6.8,6.8,0.03,3059292.0,20799960.25
2026-05-04,MTNGH,6.8,4.2,6.8,6.8,6.8,6.8,0.0,705610.0,4801210.06
2026-05-05,MTNGH,6.8,4.2,6.8,6.8,6.8,6.8,0.0,479619.0,3259635.36
2026-05-06,MTNGH,6.8,4.2,6.8,6.8,6.8,6.8,0.0,2946136.0,20028741.81
2026-05-07,MTNGH,6.8,4.2,6.8,6.8,6.6,6.77,-0.03,1384573.0,9373253.53
2026-05-08,MTNGH,6.8,4.2,6.77,6.77,6.6,6.53,-0.24,2478506.0,16199254.61
2026-05-11,MTNGH,6.8,4.2,6.53,6.53,6.7,6.64,0.11,304611.0,2021646.03
2026-05-12,MTNGH,6.8,4.2,6.64,6.64,6.8,6.71,0.07,252217.0,1690732.35
2026-05-13,MTNGH,6.8,4.2,6.71,6.71,6.71,6.52,-0.19,788826.0,5142987.82
2026-05-14,MTNGH,6.8,4.2,6.52,6.52,6.5,6.5,-0.02,515689.0,3353715.03
2026-05-15,MTNGH,6.8,4.2,6.5,6.5,6.5,6.49,-0.01,786652.0,5109419.84
2026-05-18,MTNGH,6.8,4.2,6.49,6.49,6.5,6.49,0.0,574640.0,3732506.56
2026-05-19,MTNGH,6.8,4.2,6.49,6.49,6.7,6.53,0.04,204986.0,1342589.65
2026-05-20,MTNGH,6.8,4.2,6.53,6.53,6.72,6.72,0.19,374476.0,2518187.19
2026-05-21,MTNGH,6.8,4.2,6.72,6.72,6.73,6.73,0.01,408453.0,2752291.23
2026-05-22,MTNGH,6.8,4.2,6.73,6.73,6.73,6.73,0.0,1776101.0,11955854.47
2026-05-25,MTNGH,6.8,4.2,6.73,6.73,6.73,6.73,0.0,411899.0,2771377.12
2026-05-26,MTNGH,6.8,4.2,6.73,6.73,6.5,6.51,-0.22,8837231.0,57559488.93
2026-05-28,MTNGH,6.8,4.2,6.51,6.51,6.51,6.51,0.0,4541021.0,29550112.89
2026-05-29,MTNGH,6.8,4.2,6.51,6.51,6.5,6.5,-0.01,2439096.0,15854234.33
